Account,,,,,,,,FY 2011,FY 2012,,,FY 2012,,FY 2013,,FY 2014,,FY 2015,FY 2016,,FY 2017
,,,,,,,,,,,,,,,,,,,,,
,,0062 Commonwealth's Attorney,,,,,,"196,310","260,585",,,"265,797",,"265,797",,"269,784",,"273,831","277,938",,"282,107"
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
0090 Police,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
09951 Police - Uniform Patrol Grants,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
433355 Police V-STOP Grant,,,,,,,,"20,951","39,521",,,"39,521",,"39,521",,"39,521",,"39,521","39,521",,"39,521"
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 09951,,,,,,,"20,951",,"39,521",,"39,521",,"39,521","39,521",,"39,521","39,521",,"39,521"
,,,,,,,,,,,,,,,,,,,,,
,,,,,,0090 Police,,"20,951","39,521",,,"39,521",,"39,521",,"39,521",,"39,521","39,521",,"39,521"
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
0100 Public Works,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
10951 Public Works - Grants,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
422323 DMV - Regional Training in Traffic,,,,,,,,0,"15,000",,,"15,000",,"15,000",,"15,225",,"15,453","15,685",,"15,920"
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 10951,,,,,,,0,,"15,000",,"15,000",,"15,000","15,225",,"15,453","15,685",,"15,920"
,,,,,,,,,,,,,,,,,,,,,
,,,,,0100 Public Works,,,0,"15,000",,,"15,000",,"15,000",,"15,225",,"15,453","15,685",,"15,920"
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
0190 Fire,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
19953 Fire Program Grants,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
422035 Fire Program's Fund,,,,,,,,"757,260","757,260",,,"757,260",,"757,260",,"768,619",,"780,148","791,850",,"803,728"
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 19953,,,,,,,"757,260",,"757,260",,"757,260",,"757,260","768,619",,"780,148","791,850",,"803,728"
,,,,,,,,,,,,,,,,,,,,,
91183 Transfer to Other Fund (Fire Programs),,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
422035 Fire Program's Fund,,,,,,,,"470,630","400,000",,,"400,000",,"400,000",,"406,000",,"412,090","418,271",,"424,545"
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 91183,,,,,,,"470,630",,"400,000",,"400,000",,"400,000","406,000",,"412,090","418,271",,"424,545"
,,,,,,,,,,,,,,,,,,,,,
,,,,,,0190 Fire,,"1,227,890","1,157,260",,,"1,157,260",,"1,157,260",,"1,174,619",,"1,192,238","1,210,122",,"1,228,274"
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
0240 Human Services,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
GovMax V5,,,,,,,,,,,,49,,,,,12/6/2013   9:41:44AM - ET,,,,
,,"Revenue Line Item Budget Report grouped by Fund, Department",,,,,,,,,,,,,,,,,,,
City of Virginia Beach,,,,,,,,,,,,,,Fiscal Year 2013,,,,,,,
Account,,,,,,,,FY 2011,FY 2012,,,FY 2012,,FY 2013,,FY 2014,,FY 2015,FY 2016,,FY 2017
,,,,,,,,,,,,,,,,,,,,,
Code,,,,Revenue Description,,,,Actual,Adopted,,,Amended,,Budget,,Budget,,Budget,Budget,,Budget
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,183 Grants Consolidated Fund,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
0240 Human Services,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
24912 Hard to Serve Grant,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
433072 Federal Public Assistance Grants,,,,,,,,"207,319","325,537",,,"325,537",,"179,167",,"179,167",,"179,167","179,167",,"179,167"
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 24912,,,,,,,"207,319",,"325,537",,"325,537",,"179,167","179,167",,"179,167","179,167",,"179,167"
,,,,,,,,,,,,,,,,,,,,,
24921 Social Services - Revenue Max Grants,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
433072 Federal Public Assistance Grants,,,,,,,,"214,837","530,451",,,"530,451",,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 24921,,,,,,,"214,837",,"530,451",,"530,451",,0,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
24951 Community Corrections and Pre-Trial,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
415047 MH/MR/SA Self-Pay,,,,,,,,"18,293","35,000",,,"35,000",,"39,735",,"40,927",,"42,155","43,420",,"44,722"
,,,,,,,,,,,,,,,,,,,,,
422004 Department of Criminal Justice,,,,,,,,0,"673,764",,,"673,764",,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
422332 DCJS Grant/Pre-Trial,,,,,,,,"1,030,450","367,096",,,"367,096",,"1,040,860",,"1,056,473",,"1,072,320","1,088,405",,"1,104,731"
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 24951,,,,,,,"1,048,743",,"1,075,860",,"1,075,860",,"1,080,595","1,097,400",,"1,114,475","1,131,824",,"1,149,453"
,,,,,,,,,,,,,,,,,,,,,
,,,,,0240 Human Services,,,"1,470,899","1,931,848",,,"1,931,848",,"1,259,762",,"1,276,567",,"1,293,642","1,310,991",,"1,328,620"
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
0260 Emergency Medical Services,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
26952 State Four-for-Life Grants,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
422034 Emergency Medical Services - State,,,,,,,,"490,967","375,000",,,"375,000",,"375,000",,"380,625",,"386,334","392,129",,"398,011"
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 26952,,,,,,,"490,967",,"375,000",,"375,000",,"375,000","380,625",,"386,334","392,129",,"398,011"
,,,,,,,,,,,,,,,,,,,,,
,0260 Emergency Medical Services,,,,,,,"490,967","375,000",,,"375,000",,"375,000",,"380,625",,"386,334","392,129",,"398,011"
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
0400 Housing and Neighborhood Preservation,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
40951 Housing Grants,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
433128 Housing Opportunity for People with Aids,,,,,,,,"818,077","1,079,493",,,"1,093,344",,"1,089,336",,"1,089,336",,"1,089,336","1,089,336",,"1,089,336"
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 40951,,,,,,,"818,077",,"1,079,493",,"1,093,344",,"1,089,336","1,089,336",,"1,089,336","1,089,336",,"1,089,336"
,,,,,,,,,,,,,,,,,,,,,
40957 Housing Grants - ESG,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
433126 Emergency Shelter Grant 97,,,,,,,,"105,227","107,720",,,"107,010",,"190,130",,"190,130",,"190,130","190,130",,"190,130"
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 40957,,,,,,,"105,227",,"107,720",,"107,010",,"190,130","190,130",,"190,130","190,130",,"190,130"
,,,,,,,,,,,,,,,,,,,,,
40965 Homeless Intervention Grant,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
422147 Homeless Intervention Grant,,,,,,,,0,0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
431101 FEMA Homeless,,,,,,,,0,0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
431102 TANF Homeless,,,,,,,,0,0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 40965,,,,,,,0,,0,,0,,0,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
0400 Housing and Neighborhood Preservation,,,,,,,,"923,304","1,187,213",,,"1,200,354",,"1,279,466",,"1,279,466",,"1,279,466","1,279,466",,"1,279,466"
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
0800 Reserve for Contingencies,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
80183 Reserve for Contingencies,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
422166 Miscellaneous State Revenue,,,,,,,,0,"100,000",,,"100,000",,"100,000",,"101,500",,"103,023","104,568",,"106,136"
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 80183,,,,,,,0,,"100,000",,"100,000",,"100,000","101,500",,"103,023","104,568",,"106,136"
,,,,,,,,,,,,,,,,,,,,,
,,0800 Reserve for Contingencies,,,,,,0,"100,000",,,"100,000",,"100,000",,"101,500",,"103,023","104,568",,"106,136"
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,183 Grants Consolidated Fund,,,,,,"4,330,321","5,066,427",,,"5,084,780",,"4,491,806",,"4,537,307",,"4,583,508","4,630,421",,"4,678,056"
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,241 Water and Sewer Fund,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
GovMax V5,,,,,,,,,,,,50,,,,,12/6/2013   9:41:44AM - ET,,,,
,,"Revenue Line Item Budget Report grouped by Fund, Department",,,,,,,,,,,,,,,,,,,
City of Virginia Beach,,,,,,,,,,,,,,Fiscal Year 2013,,,,,,,
Account,,,,,,,,FY 2011,FY 2012,,,FY 2012,,FY 2013,,FY 2014,,FY 2015,FY 2016,,FY 2017
,,,,,,,,,,,,,,,,,,,,,
Code,,,,Revenue Description,,,,Actual,Adopted,,,Amended,,Budget,,Budget,,Budget,Budget,,Budget
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,241 Water and Sewer Fund,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
0200 Public Utilities,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
20011 Engineering,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
416086 Sale of Salvage Materials,,,,,,,,"3,703",0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 20011,,,,,,,"3,703",,0,,0,,0,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
20012 Administration and Finance,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
414001 Interest on Bank Deposits,,,,,,,,"466,218","938,303",,,"938,303",,"469,152",,"473,844",,"478,582","483,368",,"488,201"
,,,,,,,,,,,,,,,,,,,,,
414002 Interest on Utility Accounts,,,,,,,,"2,613","3,024",,,"3,024",,"2,613",,"2,639",,"2,666","2,692",,"2,719"
,,,,,,,,,,,,,,,,,,,,,
414003 Interest on Sewer Contracts,,,,,,,,68,164,,,164,,68,,69,,69,70,,71
,,,,,,,,,,,,,,,,,,,,,
414041 Interest - AIM Deposit Water & Sewer Bonds & Loans,,,,,,,,"173,859",0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
414256 Tower/Antenna Leases/Rentals,,,,,,,,0,0,,,0,,"87,614",,"88,490",,"89,375","90,269",,"91,171"
,,,,,,,,,,,,,,,,,,,,,
415143 Fire Hydrant Rentals,,,,,,,,"7,440","8,151",,,"8,151",,"8,000",,"8,240",,"8,487","8,742",,"9,004"
,,,,,,,,,,,,,,,,,,,,,
415145 Water Turn-On Fees,,,,,,,,"736,108","775,230",,,"775,230",,"747,268",,"769,686",,"792,777","816,560",,"841,057"
,,,,,,,,,,,,,,,,,,,,,
415146 Sewer Charges,,,,,,,,"40,500,522","44,640,019",,,"44,640,019",,"50,342,942",,"51,853,230",,"53,408,827","55,011,092",,"56,661,425"
,,,,,,,,,,,,,,,,,,,,,
415147 Water Service Charges,,,,,,,,"7,571,863","7,674,096",,,"7,674,096",,"7,700,002",,"7,931,002",,"8,168,932","8,414,000",,"8,666,420"
,,,,,,,,,,,,,,,,,,,,,
415148 Water Taps,,,,,,,,"113,079","75,895",,,"75,895",,"113,079",,"116,471",,"119,966","123,564",,"127,271"
,,,,,,,,,,,,,,,,,,,,,
415149 Sewer Taps,,,,,,,,"198,679","222,756",,,"222,756",,"198,679",,"204,639",,"210,779","217,102",,"223,615"
,,,,,,,,,,,,,,,,,,,,,
415150 Water Sample Testing,,,,,,,,60,1,,,1,,1,,1,,1,1,,1
,,,,,,,,,,,,,,,,,,,,,
415151 New Account Service Fees,,,,,,,,"355,139","348,579",,,"348,579",,"348,579",,"359,036",,"369,807","380,902",,"392,329"
,,,,,,,,,,,,,,,,,,,,,
415152 Sale of Water - General,,,,,,,,"48,781,025","50,349,852",,,"50,349,852",,"48,538,837",,"49,995,002",,"51,494,852","53,039,698",,"54,630,889"
,,,,,,,,,,,,,,,,,,,,,
415153 Navy Wheelage Charges,,,,,,,,"132,155","159,451",,,"159,451",,"131,624",,"135,573",,"139,640","143,829",,"148,144"
,,,,,,,,,,,,,,,,,,,,,
415154 Sewer Pump Station Flow Fees,,,,,,,,"124,479","202,064",,,"202,064",,"124,479",,"128,213",,"132,060","136,022",,"140,102"
,,,,,,,,,,,,,,,,,,,,,
415156 Portable Pump Fees,,,,,,,,0,"4,171",,,"4,171",,"4,171",,"4,296",,"4,425","4,558",,"4,694"
,,,,,,,,,,,,,,,,,,,,,
415157 Inspection Services,,,,,,,,"61,596","43,829",,,"43,829",,"62,530",,"64,406",,"66,338","68,328",,"70,378"
,,,,,,,,,,,,,,,,,,,,,
415158 Photo Copy Machine,,,,,,,,70,"1,139",,,"1,139",,70,,72,,74,76,,79
,,,,,,,,,,,,,,,,,,,,,
415159 HRSD Tap Fees,,,,,,,,315,547,,,547,,547,,563,,580,598,,616
,,,,,,,,,,,,,,,,,,,,,
415171 Water Meters,,,,,,,,"152,754","377,803",,,"377,803",,"152,754",,"157,337",,"162,057","166,918",,"171,926"
,,,,,,,,,,,,,,,,,,,,,
415176 Rent - Landstown Antenna Tower - Use 414256,,,,,,,,"87,614","81,897",,,"81,897",,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
415181 Pump Stations Landscaping,,,,,,,,0,"3,000",,,"3,000",,"2,000",,"2,060",,"2,122","2,185",,"2,251"
,,,,,,,,,,,,,,,,,,,,,
415184 Forfeited Deposits for Plans,,,,,,,,"3,185",1,,,1,,1,,1,,1,1,,1
,,,,,,,,,,,,,,,,,,,,,
415906 Delinquent Fee - Water and Sewer,,,,,,,,"298,758","251,865",,,"251,865",,"251,865",,"259,421",,"267,204","275,220",,"283,476"
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
416054 City of Chesapeake,,,,,,,,"204,832","187,162",,,"187,162",,"204,832",,"210,977",,"217,306","223,825",,"230,540"
,,,,,,,,,,,,,,,,,,,,,
416055 Miscellaneous Revenue,,,,,,,,"611,824",0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
416086 Sale of Salvage Materials,,,,,,,,"43,002","65,955",,,"65,955",,"107,869",,"111,105",,"114,438","117,871",,"121,408"
,,,,,,,,,,,,,,,,,,,,,
416089 Insurance Recovery,,,,,,,,"27,386",0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
416111 Reimbursement - System Repairs,,,,,,,,"53,191","55,502",,,"55,502",,"17,517",,"18,043",,"18,584","19,141",,"19,716"
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
435103 Federal Reimbursement of Interest,,,,,,,,0,0,,,0,,"1,017,733",,"1,017,733",,"1,017,733","1,017,733",,"1,017,733"
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
440021 Water Main Extensions,,,,,,,,"3,395",0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
440022 Sewer Main Extensions,,,,,,,,"506,772","603,393",,,"603,393",,"506,772",,"506,772",,"506,772","506,772",,"506,772"
,,,,,,,,,,,,,,,,,,,,,
440024 Sewer Line Fees,,,,,,,,"168,788","163,202",,,"163,202",,"168,788",,"168,788",,"168,788","168,788",,"168,788"
,,,,,,,,,,,,,,,,,,,,,
440026 Water Resource Recovery Fees,,,,,,,,"1,938,002","1,989,535",,,"1,989,535",,"1,989,535",,"1,989,535",,"1,989,535","1,989,535",,"1,989,535"
,,,,,,,,,,,,,,,,,,,,,
440063 Increase in Capital,,,,,,,,"1,673,157",0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
491001 Specific Fund Reserves,,,,,,,,0,0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 20012,,,,,,,"104,997,948",,"109,226,586",,"109,226,586",,"113,299,921","116,577,245",,"119,952,777","123,429,461",,"127,010,332"
,,,,,,,,,,,,,,,,,,,,,
20017 Water Services Contract,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
491001 Specific Fund Reserves,,,,,,,,0,"3,361,943",,,"3,361,943",,"1,088,296",,"1,088,296",,"1,088,296","1,088,296",,"1,088,296"
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 20017,,,,,,,0,,"3,361,943",,"3,361,943",,"1,088,296","1,088,296",,"1,088,296","1,088,296",,"1,088,296"
,,,,,,,,,,,,,,,,,,,,,
20030 Operations Administration,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
416086 Sale of Salvage Materials,,,,,,,,"2,098",0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 20030,,,,,,,"2,098",,0,,0,,0,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
GovMax V5,,,,,,,,,,,,51,,,,,12/6/2013   9:41:44AM - ET,,,,
,,"Revenue Line Item Budget Report grouped by Fund, Department",,,,,,,,,,,,,,,,,,,
City of Virginia Beach,,,,,,,,,,,,,,Fiscal Year 2013,,,,,,,
Account,,,,,,,,FY 2011,FY 2012,,,FY 2012,,FY 2013,,FY 2014,,FY 2015,FY 2016,,FY 2017
,,,,,,,,,,,,,,,,,,,,,
Code,,,,Revenue Description,,,,Actual,Adopted,,,Amended,,Budget,,Budget,,Budget,Budget,,Budget
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,241 Water and Sewer Fund,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
0200 Public Utilities,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
20031 Water Distribution,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
416086 Sale of Salvage Materials,,,,,,,,"11,425",0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 20031,,,,,,,"11,425",,0,,0,,0,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
20032 Water Pump Stations,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
416086 Sale of Salvage Materials,,,,,,,,"5,869",0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 20032,,,,,,,"5,869",,0,,0,,0,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
20034 Meter Operations,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
416086 Sale of Salvage Materials,,,,,,,,"2,484",0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 20034,,,,,,,"2,484",,0,,0,,0,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
20041 Sewer Collection,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
416086 Sale of Salvage Materials,,,,,,,,"4,855",0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 20041,,,,,,,"4,855",,0,,0,,0,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
20042 Sewer Pump Stations,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
416086 Sale of Salvage Materials,,,,,,,,"25,489",0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 20042,,,,,,,"25,489",,0,,0,,0,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
20050 Business Division,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
416086 Sale of Salvage Materials,,,,,,,,"8,945",0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 20050,,,,,,,"8,945",,0,,0,,0,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,0200 Public Utilities,,,"105,062,816","112,588,529",,,"112,588,529",,"114,388,217",,"117,665,541",,"121,041,073","124,517,757",,"128,098,628"
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,241 Water and Sewer Fund,,,,"105,062,816","112,588,529",,,"112,588,529",,"114,388,217",,"117,665,541",,"121,041,073","124,517,757",,"128,098,628"
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,253 Parking Enterprise Fund,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
0280 Strategic Growth Area,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
28030 Parking Enterprise Fund,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
414001 Interest on Bank Deposits,,,,,,,,"11,492","56,000",,,"56,000",,"11,500",,"11,615",,"11,731","11,848",,"11,967"
,,,,,,,,,,,,,,,,,,,,,
414100 Open Air Cafe Franchise Application Fee,,,,,,,,"1,740",0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
414145 Rent - 300 Atlantic Avenue,,,,,,,,"11,000","11,000",,,"11,000",,"11,000",,"11,110",,"11,221","11,333",,"11,447"
,,,,,,,,,,,,,,,,,,,,,
415030 Parking Meters,,,,,,,,"1,011,904","926,000",,,"926,000",,"940,224",,"968,431",,"997,484","1,027,409",,"1,058,231"
,,,,,,,,,,,,,,,,,,,,,
415031 Beach Parking Lots,,,,,,,,"1,292,414","774,988",,,"774,988",,"654,988",,"674,638",,"694,877","715,723",,"737,195"
,,,,,,,,,,,,,,,,,,,,,
415033 Parking - 31st Street Parking Garage,,,,,,,,"504,515","400,000",,,"400,000",,"429,991",,"442,891",,"456,178","469,863",,"483,959"
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
415035 Parking Fees - 9th Street Parking Garage,,,,,,,,"391,707","300,000",,,"300,000",,"300,000",,"309,000",,"318,270","327,818",,"337,653"
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 28030,,,,,,,"3,224,772",,"2,467,988",,"2,467,988",,"2,347,703","2,417,685",,"2,489,761","2,563,995",,"2,640,451"
,,,,,,,,,,,,,,,,,,,,,
70253 Debt Service,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
415031 Beach Parking Lots,,,,,,,,0,"725,012",,,"725,012",,"725,012",,"746,762",,"769,165","792,240",,"816,007"
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 70253,,,,,,,0,,"725,012",,"725,012",,"725,012","746,762",,"769,165","792,240",,"816,007"
,,,,,,,,,,,,,,,,,,,,,
,,,,0280 Strategic Growth Area,,,,"3,224,772","3,193,000",,,"3,193,000",,"3,072,715",,"3,164,447",,"3,258,926","3,356,235",,"3,456,459"
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,253 Parking Enterprise Fund,,,,,"3,224,772","3,193,000",,,"3,193,000",,"3,072,715",,"3,164,447",,"3,258,926","3,356,235",,"3,456,459"
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,255 Storm Water Utility Enterprise Fund,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
0100 Public Works,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
GovMax V5,,,,,,,,,,,,52,,,,,12/6/2013   9:41:44AM - ET,,,,
,,"Revenue Line Item Budget Report grouped by Fund, Department",,,,,,,,,,,,,,,,,,,
City of Virginia Beach,,,,,,,,,,,,,,Fiscal Year 2013,,,,,,,
Account,,,,,,,,FY 2011,FY 2012,,,FY 2012,,FY 2013,,FY 2014,,FY 2015,FY 2016,,FY 2017
,,,,,,,,,,,,,,,,,,,,,
Code,,,,Revenue Description,,,,Actual,Adopted,,,Amended,,Budget,,Budget,,Budget,Budget,,Budget
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,255 Storm Water Utility Enterprise Fund,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
0100 Public Works,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
10702 SWU - Customer Service,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
413058 Reimbursement - Storm Water Filing,,,,,,,,51,0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
414001 Interest on Bank Deposits,,,,,,,,"11,462","160,000",,,"160,000",,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
