"Expenditure Line Item Budget Report grouped by Fund, Department",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
City of Virginia Beach,,,,,,,,,,,,,Fiscal Year 2011,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Account,,,,,,,,FY 2009,FY 2010,,FY 2010,FY 2011,,FY 2012,FY 2013,,FY 2014,,FY 2015,,,,
603119,,Police Record Checks,,,,,,114,306,,306,306,,306,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
603204,,Software Support and Maintenance,,,,,,0,"1,195",,"1,195","1,195",,"1,195",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
603301,,Media Advertising,,,,,,165,102,,102,200,,200,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
603403,,Photographic Services,,,,,,140,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
603407,,Other Contractual Services,,,,,,294,"23,000",,"23,000","20,000",,"20,000",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
604103,,Telecommunications - Internal,,,,,,194,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
604401,,Print Shop Charges,,,,,,90,500,,500,500,,500,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
605201,,Postal Services,,,,,,203,100,,100,300,,300,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
605203,,Telecommunications,,,,,,0,394,,394,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
605501,,Professional Improvement,,,,,,"10,765","3,244",,"3,244","4,000",,"4,000",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
605502,,Travel - Routine,,,,,,"1,239","2,432",,"2,432","3,000",,"3,000",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
605507,,Mandated Certification,,,,,,375,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
605512,,P-Card Travel,,,,,,152,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
605723,,Purchased Services,,,,,,465,714,,714,"1,000",,"1,000",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
605801,,Dues and Association Membership,,,,,,335,230,,230,"1,000",,"1,000",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
605899,,Miscellaneous,,,,,,0,"121,932",,"121,932","6,500",,"10,000",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606001,,Office Supplies,,,,,,438,"3,259",,"3,259","3,259",,"3,259",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606112,,Computer Peripherals,,,,,,280,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606412,,Books and Subscriptions,,,,,,675,686,,686,"1,000",,"1,000",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606420,,Food and Food Service Supplies,,,,,,445,408,,408,700,,700,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606422,,Household Supplies and Furnishings,,,,,,4,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606425,,Uniforms and Wearing Apparel,,,,,,"1,349","1,112",,"1,112","2,000",,"2,000",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606427,,Recreational Supplies,,,,,,"4,516",0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
607831,,New Computer Workstation,,,,,,0,"1,142",,"1,142",0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
11013 Parks and Recreation Human ,,,,,,,,"368,976","638,115",,"638,115","481,891",,"485,391",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
11022 Parks and Natural Areas ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601110,,Middle Management Salaries,,,,,,"33,502","65,265",,"65,265","66,897",,"66,897",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601111,,Full Time Salaries,,,,,,"439,314",0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601130,,Professional Salaries,,,,,,"108,395","224,260",,"224,260","229,868",,"229,868",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601140,,Supervisory Salaries,,,,,,"171,568","379,622",,"379,622","293,808",,"293,808",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601180,,Skilled Salaries,,,,,,"111,121","225,284",,"225,284","201,630",,"201,630",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601211,,Overtime,,,,,,"3,995",0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601240,,Supervisory Overtime,,,,,,"2,152","4,221",,"4,221","4,507",,"4,507",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601250,,Technical Overtime,,,,,,730,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601260,,Protective Service Overtime,,,,,,0,"7,580",,"7,580","4,566",,"4,566",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601280,,Skilled Overtime,,,,,,"12,797","18,305",,"18,305","17,559",,"17,550",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601311,,Part Time Salaries,,,,,,"258,860",0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601350,,Part-Time Technical Salaries,,,,,,"14,819",0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601380,,Part-Time Skilled Salaries,,,,,,"283,803","513,914",,"513,914","466,712",,"466,712",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601710,,Full-Time Salary and Fringe Benefit Increases,,,,,,0,"26,940",,"26,940",0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601720,,Overtime and Fringe Benefit Increases,,,,,,0,607,,607,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601730,,Part-Time Salary and Fringe Benefit Increases,,,,,,0,"38,529",,"38,529",0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602101,,F.I.C.A.,,,,,,"86,107","89,220",,"89,220","79,571",,"79,570",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
GovMax V5,,,,,,,,,,,182,,,,,,,,,,,,
,,,,,,,,,,,,,,,,12/5/2013   4:03:25PM - ET,,,,,,,
"Expenditure Line Item Budget Report grouped by Fund, Department",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
City of Virginia Beach,,,,,,,,,,,,,Fiscal Year 2011,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Account,,,,,,,,FY 2009,FY 2010,,FY 2010,FY 2011,,FY 2012,FY 2013,,FY 2014,,FY 2015,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Code,Account Description,,,,,,,Actual,Adopted,,Amended,Budget,,Budget,Budget,,Budget,,Budget,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,     151 Parks and Recreation Special Revenue Fund     ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
 0110 Parks and Recreation    ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
11022 Parks and Natural Areas ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602104,,F.I.C.A. - Medicare,,,,,,"20,138","20,870",,"20,870","18,608",,"18,607",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602201,,Retirement,,,,,,"137,914","147,403",,"147,403","139,268",,"139,268",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602301,,Health Insurance,,,,,,"109,234","118,800",,"118,800","102,600",,"102,600",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602302,,Life Insurance,,,,,,"6,862","7,961",,"7,961","8,080",,"8,080",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602309,,Flexible Benefits Program,,,,,,95,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602950,,Cell Phone Stipend,,,,,,"1,580",600,,600,"2,400",,"2,400",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
603119,,Police Record Checks,,,,,,"1,559","2,040",,"2,040","1,740",,"1,740",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
603201,,General Maintenance and Repair,,,,,,"2,224","82,346",,"82,346","52,346",,"52,346",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
603301,,Media Advertising,,,,,,221,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
603303,,Promotional Literature,,,,,,0,520,,520,520,,520,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
603322,,Parks and Recreation Tax Payment,,,,,,"4,907",0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
603401,,Printing And Binding (Outside),,,,,,331,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
603406,,Refuse Disposal Services,,,,,,"17,663","20,400",,"20,400","18,400",,"18,400",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
603407,,Other Contractual Services,,,,,,"26,951","19,380",,"19,380","14,080",,"14,080",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
603414,,Contracted Billing Charges,,,,,,0,0,,0,"3,100",,"3,100",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
604103,,Telecommunications - Internal,,,,,,"7,361","9,180",,"9,180","7,980",,"7,980",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
604201,,City Garage Charges,,,,,,"40,833","42,763",,"42,763","39,163",,"39,163",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
604203,,City Garage - Fuel,,,,,,"9,377","10,013",,"10,013","7,613",,"7,613",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
604401,,Print Shop Charges,,,,,,"14,344","9,180",,"9,180","5,180",,"5,180",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
604501,,Risk Management Charges,,,,,,"21,379","21,807",,"21,807","21,807",,"21,807",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
605101,,Electrical Services,,,,,,"8,318","5,100",,"5,100","5,100",,"5,100",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
605103,,Water Services,,,,,,"1,547","1,530",,"1,530","1,530",,"1,530",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
605104,,Sewerage Services,,,,,,100,104,,104,104,,104,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
605201,,Postal Services,,,,,,284,520,,520,520,,520,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
605203,,Telecommunications,,,,,,"25,003","23,460",,"23,460","20,760",,"20,760",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
605401,,Lease/Rent of Equipment,,,,,,"1,003","1,040",,"1,040","1,040",,"1,040",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
605501,,Professional Improvement,,,,,,"7,363","9,455",,"9,455","8,509",,"8,509",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
605502,,Travel - Routine,,,,,,"4,032","5,100",,"5,100","4,500",,"4,500",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
605512,,P-Card Travel,,,,,,53,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
605801,,Dues and Association Membership,,,,,,48,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
605899,,Miscellaneous,,,,,,322,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606001,,Office Supplies,,,,,,"7,928","5,565",,"5,565","5,215",,"5,215",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606004,,Medical Supplies,,,,,,0,936,,936,936,,936,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606005,,Custodial and Cleaning Supplies,,,,,,"5,121","7,650",,"7,650","7,650",,"7,650",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606007,,Repair and Maintenance Supplies,,,,,,462,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606008,,Vehicle Fuels,,,,,,28,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606009,,Vehicle and Powered Equipment Supplies,,,,,,822,"2,187",,"2,187","1,687",,"1,687",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606026,,Shop Tools,,,,,,"1,545","2,040",,"2,040","1,540",,"1,540",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606099,,P-Card Purchases,,,,,,397,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606112,,Computer Peripherals,,,,,,243,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606412,,Books and Subscriptions,,,,,,169,312,,312,312,,312,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606415,,Computer Supplies,,,,,,119,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606420,,Food and Food Service Supplies,,,,,,"3,537",364,,364,364,,364,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606421,,Agricultural Supplies,,,,,,"5,925","4,590",,"4,590","4,090",,"4,090",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606422,,Household Supplies and Furnishings,,,,,,104,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606423,,Building Maintenance Supplies,,,,,,"4,623","2,550",,"2,550","2,050",,"2,050",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606425,,Uniforms and Wearing Apparel,,,,,,"5,170","5,100",,"5,100","4,550",,"4,550",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606426,,Protective Apparel and Supplies,,,,,,75,936,,936,936,,936,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606427,,Recreational Supplies,,,,,,"8,476","6,120",,"6,120","5,620",,"5,620",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606429,,Photographic Supplies,,,,,,33,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606430,,Directional Signs and Supplies,,,,,,"5,394","4,080",,"4,080","3,630",,"3,630",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
GovMax V5,,,,,,,,,,,183,,,,,,,,,,,,
,,,,,,,,,,,,,,,,12/5/2013   4:03:25PM - ET,,,,,,,
"Expenditure Line Item Budget Report grouped by Fund, Department",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
City of Virginia Beach,,,,,,,,,,,,,Fiscal Year 2011,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Account,,,,,,,,FY 2009,FY 2010,,FY 2010,FY 2011,,FY 2012,FY 2013,,FY 2014,,FY 2015,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Code,Account Description,,,,,,,Actual,Adopted,,Amended,Budget,,Budget,Budget,,Budget,,Budget,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,     151 Parks and Recreation Special Revenue Fund     ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
 0110 Parks and Recreation    ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
11022 Parks and Natural Areas ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606432,,Shop Supplies,,,,,,"1,801","2,040",,"2,040","2,040",,"2,040",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606433,,Construction Materials and Supplies,,,,,,"3,175","7,283",,"7,283","6,283",,"6,283",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606434,,Cost-of-Goods Sold,,,,,,0,520,,520,520,,520,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606435,,Other Operating Supplies,,,,,,"1,281","3,269",,"3,269","2,669",,"2,669",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606436,,Measuring Equipment and Supplies,,,,,,505,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606438,,Chemical Supplies,,,,,,647,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
11022 Parks and Natural Areas ,,,,,,,,"2,055,789","2,208,861",,"2,208,861","1,900,158",,"1,900,147",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
11023 Lynnhaven Boat Ramp and Beach Facility ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601111,,Full Time Salaries,,,,,,"15,203",0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601140,,Supervisory Salaries,,,,,,0,0,,0,"34,014",,"34,014",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601180,,Skilled Salaries,,,,,,"15,668","30,517",,"30,517",0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601211,,Overtime,,,,,,730,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601240,,Supervisory Overtime,,,,,,0,0,,0,850,,851,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601280,,Skilled Overtime,,,,,,"7,892","2,479",,"2,479","2,246",,"2,246",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601311,,Part Time Salaries,,,,,,"22,161",0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601380,,Part-Time Skilled Salaries,,,,,,"33,110","54,172",,"54,172","61,102",,"61,102",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601710,,Full-Time Salary and Fringe Benefit Increases,,,,,,0,851,,851,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601720,,Overtime and Fringe Benefit Increases,,,,,,0,68,,68,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601730,,Part-Time Salary and Fringe Benefit Increases,,,,,,0,"1,457",,"1,457",0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602101,,F.I.C.A.,,,,,,"5,583","5,404",,"5,404","6,089",,"6,089",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602104,,F.I.C.A. - Medicare,,,,,,"1,306","1,264",,"1,264","1,424",,"1,424",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602201,,Retirement,,,,,,"4,907","4,580",,"4,580","5,980",,"5,980",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602301,,Health Insurance,,,,,,0,"5,400",,"5,400","5,400",,"5,400",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602302,,Life Insurance,,,,,,244,247,,247,347,,347,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602950,,Cell Phone Stipend,,,,,,40,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
603119,,Police Record Checks,,,,,,0,156,,156,156,,156,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
603201,,General Maintenance and Repair,,,,,,485,510,,510,510,,510,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
603322,,Parks and Recreation Tax Payment,,,,,,122,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
603406,,Refuse Disposal Services,,,,,,"1,316","1,377",,"1,377","1,377",,"1,377",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
603407,,Other Contractual Services,,,,,,"1,842","2,754",,"2,754","1,054",,"1,054",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
603414,,Contracted Billing Charges,,,,,,0,0,,0,"1,700",,"1,700",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
604103,,Telecommunications - Internal,,,,,,441,510,,510,510,,510,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
604401,,Print Shop Charges,,,,,,"2,704","2,601",,"2,601","2,436",,"2,436",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
604501,,Risk Management Charges,,,,,,68,69,,69,69,,69,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
605203,,Telecommunications,,,,,,"2,300","2,295",,"2,295","2,295",,"2,295",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
605502,,Travel - Routine,,,,,,16,306,,306,200,,200,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606001,,Office Supplies,,,,,,42,312,,312,312,,312,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606004,,Medical Supplies,,,,,,0,104,,104,104,,104,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606005,,Custodial and Cleaning Supplies,,,,,,0,312,,312,312,,312,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606009,,Vehicle and Powered Equipment Supplies,,,,,,0,419,,419,419,,419,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606026,,Shop Tools,,,,,,47,"1,040",,"1,040","1,040",,"1,040",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606099,,P-Card Purchases,,,,,,211,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606420,,Food and Food Service Supplies,,,,,,"1,535",0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606421,,Agricultural Supplies,,,,,,109,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606423,,Building Maintenance Supplies,,,,,,"3,478","1,020",,"1,020","1,020",,"1,020",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606427,,Recreational Supplies,,,,,,24,510,,510,510,,510,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606430,,Directional Signs and Supplies,,,,,,943,520,,520,520,,520,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606433,,Construction Materials and Supplies,,,,,,27,714,,714,714,,714,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606434,,Cost-of-Goods Sold,,,,,,0,510,,510,510,,510,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606438,,Chemical Supplies,,,,,,26,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
GovMax V5,,,,,,,,,,,184,,,,,,,,,,,,
,,,,,,,,,,,,,,,,12/5/2013   4:03:25PM - ET,,,,,,,
"Expenditure Line Item Budget Report grouped by Fund, Department",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
City of Virginia Beach,,,,,,,,,,,,,Fiscal Year 2011,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Account,,,,,,,,FY 2009,FY 2010,,FY 2010,FY 2011,,FY 2012,FY 2013,,FY 2014,,FY 2015,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Code,Account Description,,,,,,,Actual,Adopted,,Amended,Budget,,Budget,Budget,,Budget,,Budget,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,     151 Parks and Recreation Special Revenue Fund     ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
 0110 Parks and Recreation    ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
11023 Lynnhaven Boat Ramp and ,,,,,,,,"122,580","122,478",,"122,478","133,220",,"133,221",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
11024 Programming ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601110,,Middle Management Salaries,,,,,,0,"77,635",,"77,635",0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601111,,Full Time Salaries,,,,,,"58,669",0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601130,,Professional Salaries,,,,,,"44,529","262,841",,"262,841","295,135",,"295,135",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601150,,Technical Salaries,,,,,,"14,140",0,,0,"28,280",,"28,280",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601170,,Clerical Salaries,,,,,,0,"26,037",,"26,037",0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601180,,Skilled Salaries,,,,,,628,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601211,,Overtime,,,,,,"1,400",0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601230,,Professional Overtime,,,,,,"1,509","1,003",,"1,003","1,086",,"1,086",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601250,,Technical Overtime,,,,,,347,202,,202,579,,579,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601260,,Protective Service Overtime,,,,,,"4,351","5,211",,"5,211","5,645",,"5,646",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601270,,Clerical Overtime,,,,,,0,300,,300,0,,0,0,,0,,0,,,,
